fullCate,alterCate,group
17327877,27877,17
13341607,41607,13
17336176,36176,17
17337229,37229,17
17341730,41730,17
17315964,15964,17
17347599,47599,17
13240861,40861,13
17347605,47605,17
17332200,32200,17
17342993,42993,17
17343146,43146,17
17333089,33089,17
17236116,36116,17
17312633,12633,17
17332492,32492,17
17342044,42044,17
17232791,32791,17
17343631,43631,17
17327886,27886,17
17336160,36160,17
17327863,27863,17
17232433,32433,17
17345987,45987,17
1723726,3726,17
17327860,27860,17
17232201,32201,17
17315969,15969,17
17342686,42686,17
17332758,32758,17
1723813,3813,17
17343539,43539,17
17347594,47594,17
13347320,47320,13
17332524,32524,17
17342992,42992,17
17343143,43143,17
1738098,8098,17
17326062,26062,17
17246901,46901,17
17336158,36158,17
17335157,35157,17
1738061,8061,17
17341033,41033,17
17347604,47604,17
17336131,36131,17
17240752,40752,17
17225960,25960,17
17334795,34795,17
1723684,3684,17
17336293,36293,17
17332502,32502,17
17335261,35261,17
17315970,15970,17
13349655,49655,13
1734509,4509,17
17345303,45303,17
17332507,32507,17
17346746,46746,17
17335163,35163,17
17345989,45989,17
17334618,34618,17
13349033,49033,13
17332397,32397,17
17340373,40373,17
17342994,42994,17
17346951,46951,17
17232429,32429,17
17342685,42685,17
17347654,47654,17
17334977,34977,17
17348761,48761,17
17232435,32435,17
17328347,28347,17
17227018,27018,17
17333090,33090,17
17325231,25231,17
17325967,25967,17
17324868,24868,17
17333110,33110,17
17335262,35262,17
13342250,42250,13
17315968,15968,17
17348052,48052,17
17336298,36298,17
17335156,35156,17
17345271,45271,17
17336128,36128,17
17334043,34043,17
17342039,42039,17
17327846,27846,17
1739036,9036,17
17333151,33151,17
17349769,49769,17
17327811,27811,17
13349024,49024,13
17315962,15962,17
17332757,32757,17
13244828,44828,13
17339955,39955,17
1723945,3945,17
17338996,38996,17
17341468,41468,17
17333287,33287,17
17234070,34070,17
17336132,36132,17
17336704,36704,17
17338965,38965,17
17331667,31667,17
17338966,38966,17
17348530,48530,17
17241726,41726,17
17310934,10934,17
17346779,46779,17
17340097,40097,17
17328765,28765,17
17337006,37006,17
17317993,17993,17
13349435,49435,13
1734477,4477,17
13344447,44447,13
17334806,34806,17
17235471,35471,17
17345590,45590,17
17343205,43205,17
17331085,31085,17
17336117,36117,17
17334727,34727,17
1733761,3761,17
17343202,43202,17
17348758,48758,17
13347314,47314,13
13347318,47318,13
17342348,42348,17
17348896,48896,17
17327967,27967,17
17345592,45592,17
17327061,27061,17
17340121,40121,17
17225954,25954,17
17334136,34136,17
13342937,42937,13
17336374,36374,17
17225873,25873,17
17347383,47383,17
13347952,47952,13
17322330,22330,17
17347740,47740,17
1738160,8160,17
1738055,8055,17
17341472,41472,17
17339954,39954,17
17340680,40680,17
17325971,25971,17
17243379,43379,17
17335268,35268,17
17327020,27020,17
17318048,18048,17
17334138,34138,17
17341118,41118,17
17312873,12873,17
17336294,36294,17
17327870,27870,17
17339957,39957,17
17324865,24865,17
17325972,25972,17
17336375,36375,17
17311032,11032,17
17340753,40753,17
17335031,35031,17
17348185,48185,17
17332179,32179,17
17342087,42087,17
17334042,34042,17
17227794,27794,17
17325975,25975,17
17339341,39341,17
1729070,9070,17
17332181,32181,17
17342877,42877,17
17315978,15978,17
17241466,41466,17
17327869,27869,17
17347738,47738,17
17339332,39332,17
17330822,30822,17
17327060,27060,17
1733734,3734,17
13347304,47304,13
13349423,49423,13
17336970,36970,17
17327965,27965,17
17345589,45589,17
17328059,28059,17
17334071,34071,17
17327821,27821,17
17327458,27458,17
17348897,48897,17
17331086,31086,17
17311033,11033,17
13348319,48319,13
17324866,24866,17
17325976,25976,17
1723738,3738,17
13349458,49458,13
17328696,28696,17
17232419,32419,17
17327849,27849,17
13347184,47184,13
17227801,27801,17
17332410,32410,17
17327818,27818,17
17318042,18042,17
17335263,35263,17
13330642,30642,13
17342088,42088,17
17335481,35481,17
17324864,24864,17
1734552,4552,17
13244830,44830,13
17342991,42991,17
17342042,42042,17
17345968,45968,17
17226631,26631,17
17327843,27843,17
17347249,47249,17
17347515,47515,17
17327865,27865,17
17327040,27040,17
17332505,32505,17
17334531,34531,17
17342996,42996,17
13347396,47396,13
17337151,37151,17
17345984,45984,17
17342995,42995,17
17327880,27880,17
13335363,35363,13
17333247,33247,17
17227435,27435,17
17345581,45581,17
17235624,35624,17
17327802,27802,17
17345591,45591,17
13240848,40848,13
1733730,3730,17
17327882,27882,17
17327812,27812,17
17327803,27803,17
17347598,47598,17
13347406,47406,13
17342089,42089,17
13347299,47299,13
17336127,36127,17
17335614,35614,17
13335356,35356,13
17337700,37700,17
13248900,48900,13
17342876,42876,17
17330441,30441,17
17327054,27054,17
17232425,32425,17
17235146,35146,17
17334430,34430,17
1724565,4565,17
17319274,19274,17
17327808,27808,17
17333948,33948,17
17342873,42873,17
17227795,27795,17
17336175,36175,17
13335366,35366,13
17327847,27847,17
17340191,40191,17
17348049,48049,17
17343643,43643,17
17333152,33152,17
17327045,27045,17
17333291,33291,17
17335269,35269,17
13341785,41785,13
17311031,11031,17
17333150,33150,17
1723816,3816,17
17339696,39696,17
17225888,25888,17
17328691,28691,17
17329281,29281,17
17327805,27805,17
17345982,45982,17
13229123,29123,13
17348893,48893,17
17345988,45988,17
17327025,27025,17
17336772,36772,17
17334805,34805,17
1723828,3828,17
17242881,42881,17
17327881,27881,17
17334409,34409,17
17336663,36663,17
17337132,37132,17
17335628,35628,17
17335265,35265,17
17342878,42878,17
17327842,27842,17
13347954,47954,13
17327845,27845,17
17327053,27053,17
17235260,35260,17
17336133,36133,17
17245981,45981,17
17339953,39953,17
17336135,36135,17
13335361,35361,13
17335267,35267,17
13349440,49440,13
17327873,27873,17
17343640,43640,17
17316278,16278,17
17336108,36108,17
17332097,32097,17
13341054,41054,13
13347319,47319,13
17339691,39691,17
17236126,36126,17
17347596,47596,17
17234408,34408,17
13344105,44105,13
17329210,29210,17
17334760,34760,17
13342338,42338,13
17336547,36547,17
17328695,28695,17
17236765,36765,17
17327626,27626,17
17339066,39066,17
17225968,25968,17
17240556,40556,17
17225872,25872,17
17348891,48891,17
17325961,25961,17
13349453,49453,13
1734497,4497,17
17343203,43203,17
1733999,3999,17
17315967,15967,17
13347938,47938,13
13344037,44037,13
13349446,49446,13
17327031,27031,17
13248304,48304,13
13341022,41022,13
13341856,41856,13
17338968,38968,17
13346803,46803,13
17325986,25986,17
17347213,47213,17
17233218,33218,17
17329398,29398,17
17336297,36297,17
13344030,44030,13
17348186,48186,17
17348890,48890,17
17327056,27056,17
17340559,40559,17
17327866,27866,17
13340852,40852,13
17328709,28709,17
13348421,48421,13
17325941,25941,17
17336109,36109,17
13344155,44155,13
13341025,41025,13
17327787,27787,17
1738058,8058,17
17240411,40411,17
17236137,36137,17
1734512,4512,17
17325957,25957,17
17339340,39340,17
17335627,35627,17
17236129,36129,17
17327804,27804,17
13235349,35349,13
13249659,49659,13
17325969,25969,17
17327437,27437,17
13348278,48278,13
17348889,48889,17
13340867,40867,13
17336118,36118,17
17327021,27021,17
13244589,44589,13
17348888,48888,17
17327016,27016,17
17329945,29945,17
13349448,49448,13
17336138,36138,17
13348311,48311,13
1734495,4495,17
17334009,34009,17
17325947,25947,17
13329126,29126,13
17349635,49635,17
1734504,4504,17
17327014,27014,17
17335484,35484,17
13244433,44433,13
13344591,44591,13
17342086,42086,17
13346807,46807,13
17225974,25974,17
13349421,49421,13
13349419,49419,13
17319885,19885,17
17327023,27023,17
17339848,39848,17
17334759,34759,17
13343082,43082,13
17336773,36773,17
17340560,40560,17
13341611,41611,13
13347951,47951,13
17334005,34005,17
17327029,27029,17
1734010,4010,17
17348051,48051,17
13348642,48642,13
17349767,49767,17
13349450,49450,13
17225886,25886,17
17327057,27057,17
17343641,43641,17
13335365,35365,13
13343957,43957,13
17327862,27862,17
13347948,47948,13
17325955,25955,17
17336110,36110,17
13349422,49422,13
13343083,43083,13
17225982,25982,17
17236106,36106,17
13337960,37960,13
17325949,25949,17
17327051,27051,17
17330876,30876,17
13344133,44133,13
17327459,27459,17
13344029,44029,13
13230631,30631,13
17327024,27024,17
13341020,41020,13
17340562,40562,17
17334775,34775,17
17336770,36770,17
13240916,40916,13
13244827,44827,13
13347937,47937,13
17329946,29946,17
17327027,27027,17
17343639,43639,17
13349431,49431,13
17339701,39701,17
1724555,4555,17
13344167,44167,13
17335266,35266,17
17236766,36766,17
13343084,43084,13
13341023,41023,13
13344028,44028,13
17330138,30138,17
17331448,31448,17
13347303,47303,13
17340563,40563,17
13348798,48798,13
17327039,27039,17
13347392,47392,13
17341467,41467,17
13346804,46804,13
17347739,47739,17
17336662,36662,17
13344035,44035,13
13242249,42249,13
17346778,46778,17
13349452,49452,13
13347410,47410,13
17331712,31712,17
13246248,46248,13
13341066,41066,13
13332872,32872,13
17328694,28694,17
17335162,35162,17
17339343,39343,17
17334139,34139,17
17248885,48885,17
13341028,41028,13
13341063,41063,13
17339847,39847,17
17327015,27015,17
1723821,3821,17
13347947,47947,13
13244831,44831,13
1734590,4590,17
17229944,29944,17
13349427,49427,13
17225987,25987,17
17325977,25977,17
13344434,44434,13
17345389,45389,17
1724561,4561,17
1739463,9463,17
17236174,36174,17
17333219,33219,17
13349441,49441,13
13349430,49430,13
17242990,42990,17
13340884,40884,13
17328692,28692,17
17325944,25944,17
17327867,27867,17
13344177,44177,13
13329124,29124,13
1734592,4592,17
17335473,35473,17
13344031,44031,13
13242017,42017,13
17335169,35169,17
13341069,41069,13
13348320,48320,13
17346856,46856,17
17319276,19276,17
13347033,47033,13
13340889,40889,13
13341035,41035,13
13349451,49451,13
13346806,46806,13
13240972,40972,13
13340946,40946,13
13331481,31481,13
17334722,34722,17
17338328,38328,17
17333098,33098,17
13347101,47101,13
17325948,25948,17
13341991,41991,13
13249447,49447,13
17327876,27876,17
13337961,37961,13
13349416,49416,13
13349429,49429,13
13349675,49675,13
13246867,46867,13
13346979,46979,13
17327030,27030,17
13349459,49459,13
13347300,47300,13
13348799,48799,13
17348923,48923,17
17327064,27064,17
13344526,44526,13
13344056,44056,13
13341071,41071,13
133464,464,13
17336296,36296,17
17319275,19275,17
13240882,40882,13
17226235,26235,17
1332390,2390,13
17327884,27884,17
17329397,29397,17
13349650,49650,13
17335264,35264,17
13341024,41024,13
13346805,46805,13
13345667,45667,13
17326227,26227,17
13341036,41036,13
13349032,49032,13
13344171,44171,13
13347963,47963,13
17337109,37109,17
17327050,27050,17
13241062,41062,13
13347183,47183,13
17336140,36140,17
13245305,45305,13
13349444,49444,13
13340956,40956,13
13249439,49439,13
13348322,48322,13
13344529,44529,13
17338327,38327,17
1331226,1226,13
13334214,34214,13
13244024,44024,13
17216280,16280,17
17326921,26921,17
17241031,41031,17
13342262,42262,13
17325959,25959,17
13341236,41236,13
13340505,40505,13
13340891,40891,13
13337978,37978,13
13348797,48797,13
13340888,40888,13
13344111,44111,13
17326551,26551,17
13240937,40937,13
13349426,49426,13
13341826,41826,13
1723822,3822,17
13248377,48377,13
13241786,41786,13
13346862,46862,13
13347252,47252,13
13316676,16676,13
1736408,6408,17
17246777,46777,17
13340900,40900,13
13340874,40874,13
13335353,35353,13
17335158,35158,17
13342264,42264,13
13348323,48323,13
13348305,48305,13
13341745,41745,13
17225874,25874,17
17325964,25964,17
13349500,49500,13
13347941,47941,13
17319277,19277,17
13241052,41052,13
17336134,36134,17
13347260,47260,13
13335362,35362,13
13347942,47942,13
13344062,44062,13
13344020,44020,13
13340919,40919,13
13348634,48634,13
13342962,42962,13
13347956,47956,13
17329943,29943,17
13349418,49418,13
13340448,40448,13
13344528,44528,13
17329187,29187,17
13340864,40864,13
13342341,42341,13
13341110,41110,13
13347395,47395,13
13335354,35354,13
13347944,47944,13
17339956,39956,17
13341027,41027,13
13336814,36814,13
13347038,47038,13
13328454,28454,13
13349420,49420,13
13248510,48510,13
13348326,48326,13
17328693,28693,17
13334213,34213,13
13347940,47940,13
13327963,27963,13
13247098,47098,13
13348276,48276,13
13340084,40084,13
17325884,25884,17
13241019,41019,13
17323727,23727,17
13348381,48381,13
1734589,4589,17
13237897,37897,13
13341844,41844,13
13347946,47946,13
13344019,44019,13
13328452,28452,13
13240897,40897,13
13340939,40939,13
13341083,41083,13
17327055,27055,17
13347301,47301,13
13348327,48327,13
17236136,36136,17
13344446,44446,13
17227017,27017,17
13349443,49443,13
13335351,35351,13
13335359,35359,13
13246906,46906,13
13344436,44436,13
13347297,47297,13
13344583,44583,13
13348630,48630,13
13344016,44016,13
13241009,41009,13
13348384,48384,13
17327028,27028,17
17343204,43204,17
13348389,48389,13
13344435,44435,13
13347394,47394,13
13347960,47960,13
13241082,41082,13
13341048,41048,13
13348388,48388,13
13240955,40955,13
13346105,46105,13
13349437,49437,13
1335308,5308,13
13244099,44099,13
13341018,41018,13
13349676,49676,13
17335478,35478,17
13340503,40503,13
13347735,47735,13
13344527,44527,13
13344097,44097,13
17335482,35482,17
17325984,25984,17
13349454,49454,13
13343948,43948,13
13227988,27988,13
13349025,49025,13
17327022,27022,17
13349445,49445,13
13244585,44585,13
13230630,30630,13
13342939,42939,13
13344022,44022,13
13348111,48111,13
13345669,45669,13
13344172,44172,13
13349667,49667,13
13344158,44158,13
13319754,19754,13
13241782,41782,13
17343642,43642,17
13344026,44026,13
13230067,30067,13
17342090,42090,17
13344034,44034,13
13347959,47959,13
13343052,43052,13
13349022,49022,13
13347945,47945,13
17328723,28723,17
13244174,44174,13
13341610,41610,13
13347315,47315,13
13349460,49460,13
13341056,41056,13
13341815,41815,13
17345583,45583,17
13342938,42938,13
13347965,47965,13
13348638,48638,13
1734588,4588,17
13349455,49455,13
13345797,45797,13
13347943,47943,13
13342342,42342,13
17329516,29516,17
13344017,44017,13
13244063,44063,13
13348640,48640,13
13327891,27891,13
13344151,44151,13
17336769,36769,17
13348636,48636,13
13348382,48382,13
13319753,19753,13
13347955,47955,13
13312339,12339,13
17326835,26835,17
13342344,42344,13
13335355,35355,13
13340890,40890,13
13341817,41817,13
13341784,41784,13
13345674,45674,13
17228690,28690,17
13340692,40692,13
13349417,49417,13
13340694,40694,13
13349662,49662,13
13348302,48302,13
13341068,41068,13
13346977,46977,13
13347391,47391,13
13347324,47324,13
13344120,44120,13
13341797,41797,13
13345457,45457,13
13244170,44170,13
13342340,42340,13
13344021,44021,13
13341747,41747,13
13340453,40453,13
13328010,28010,13
13347181,47181,13
13335357,35357,13
13341793,41793,13
13340695,40695,13
13243530,43530,13
17330948,30948,17
13344027,44027,13
13344036,44036,13
13346290,46290,13
17336771,36771,17
13241034,41034,13
13344525,44525,13
13341065,41065,13
13341605,41605,13
13341859,41859,13
13245304,45304,13
13347322,47322,13
13230632,30632,13
13328011,28011,13
17327052,27052,17
13341791,41791,13
13347405,47405,13
13241816,41816,13
13348390,48390,13
13242745,42745,13
13349442,49442,13
1331421,1421,13
13327970,27970,13
13339318,39318,13
13348299,48299,13
13347302,47302,13
133438,438,13
13327971,27971,13
17337137,37137,17
13346980,46980,13
13342570,42570,13
13342343,42343,13
13342263,42263,13
13343229,43229,13
13348321,48321,13
13347939,47939,13
13344033,44033,13
13335360,35360,13
13344149,44149,13
13343062,43062,13
13324764,24764,13
13341850,41850,13
13341778,41778,13
13347411,47411,13
13227956,27956,13
13348324,48324,13
1332396,2396,13
13341070,41070,13
13341609,41609,13
13325487,25487,13
13348275,48275,13
13340449,40449,13
13348631,48631,13
13341788,41788,13
13348387,48387,13
13341789,41789,13
13343212,43212,13
13346107,46107,13
13343051,43051,13
13348298,48298,13
13341790,41790,13
13230507,30507,13
1334644,4644,13
13344052,44052,13
13348297,48297,13
13348380,48380,13
13346295,46295,13
13348633,48633,13
13343947,43947,13
13349457,49457,13
13227989,27989,13
13235358,35358,13
13341846,41846,13
13345668,45668,13
13349660,49660,13
13347393,47393,13
17328705,28705,17
13348303,48303,13
13343987,43987,13
13349663,49663,13
1334640,4640,13
13347403,47403,13
13344590,44590,13
13343952,43952,13
13347056,47056,13
13344057,44057,13
13325488,25488,13
13327893,27893,13
13343990,43990,13
13343215,43215,13
13244584,44584,13
13345670,45670,13
13343942,43942,13
13348796,48796,13
13348383,48383,13
13342931,42931,13
13344047,44047,13
13348264,48264,13
1336365,6365,13
13341812,41812,13
13331477,31477,13
17329942,29942,17
13349647,49647,13
13227883,27883,13
13244122,44122,13
13343953,43953,13
13347045,47045,13
13337138,37138,13
13340083,40083,13
13236812,36812,13
13340451,40451,13
13344127,44127,13
13327966,27966,13
13344018,44018,13
13344148,44148,13
13343943,43943,13
13343423,43423,13
13346629,46629,13
13342936,42936,13
13341783,41783,13
13330643,30643,13
13335350,35350,13
13343680,43680,13
13344119,44119,13
13249652,49652,13
13343233,43233,13
13337305,37305,13
13327890,27890,13
13344169,44169,13
13348266,48266,13
13341084,41084,13
13343568,43568,13
13243949,43949,13
13327887,27887,13
13344128,44128,13
13316641,16641,13
13330655,30655,13
13341890,41890,13
13346050,46050,13
13341810,41810,13
13344168,44168,13
13341796,41796,13
13347966,47966,13
13344121,44121,13
13245666,45666,13
13341795,41795,13
13342932,42932,13
1335270,5270,13
13339760,39760,13
13346335,46335,13
13341026,41026,13
1331138,1138,13
13342958,42958,13
13348309,48309,13
13327895,27895,13
13344103,44103,13
13343213,43213,13
13347961,47961,13
13341894,41894,13
13342964,42964,13
13343836,43836,13
13341798,41798,13
13342933,42933,13
13341021,41021,13
13344124,44124,13
13344131,44131,13
13343849,43849,13
13330070,30070,13
13341853,41853,13
13343941,43941,13
1334826,4826,13
13241775,41775,13
1335000,5000,13
1334664,4664,13
13342251,42251,13
13327856,27856,13
13347251,47251,13
13342022,42022,13
13341010,41010,13
13343991,43991,13
13337947,37947,13
13344065,44065,13
1334764,4764,13
13331470,31470,13
13327985,27985,13
13229789,29789,13
13335352,35352,13
13343988,43988,13
13339920,39920,13
13327899,27899,13
13341858,41858,13
13324771,24771,13
13342533,42533,13
13240446,40446,13
13341886,41886,13
13331479,31479,13
13244046,44046,13
13341860,41860,13
13318985,18985,13
13227854,27854,13
13343575,43575,13
13341781,41781,13
13341814,41814,13
13345671,45671,13
13339092,39092,13
13347057,47057,13
13227996,27996,13
13244150,44150,13
13343951,43951,13
13243569,43569,13
13341893,41893,13
13338879,38879,13
13346264,46264,13
13340687,40687,13
13343085,43085,13
13343958,43958,13
14346234,46234,14
13343986,43986,13
13343578,43578,13
13344055,44055,13
13331482,31482,13
13343682,43682,13
1326323,6323,13
13327906,27906,13
13347412,47412,13
13348325,48325,13
13347399,47399,13
13324774,24774,13
13347953,47953,13
13344161,44161,13
13337954,37954,13
13340076,40076,13
13241843,41843,13
13344176,44176,13
13322120,22120,13
13244130,44130,13
13341606,41606,13
13343576,43576,13
13244042,44042,13
13334997,34997,13
13341848,41848,13
13244162,44162,13
13343087,43087,13
13344226,44226,13
13341888,41888,13
13343950,43950,13
13340182,40182,13
13344165,44165,13
13338766,38766,13
13341845,41845,13
13344060,44060,13
13348307,48307,13
13342018,42018,13
13330641,30641,13
14340352,40352,14
13327900,27900,13
13344118,44118,13
13338189,38189,13
1334760,4760,13
13334173,34173,13
13310910,10910,13
13344104,44104,13
13244015,44015,13
13227999,27999,13
13344058,44058,13
13344173,44173,13
13340812,40812,13
13331431,31431,13
13341852,41852,13
13341855,41855,13
13243940,43940,13
13341989,41989,13
13341748,41748,13
14345278,45278,14
13347323,47323,13
13340081,40081,13
13341992,41992,13
13342020,42020,13
13245665,45665,13
13310908,10908,13
13331472,31472,13
13344098,44098,13
13227990,27990,13
13344023,44023,13
1331517,1517,13
13344061,44061,13
13344059,44059,13
13339329,39329,13
132420,420,13
14236799,36799,14
13330434,30434,13
13344134,44134,13
13320183,20183,13
13343134,43134,13
13343089,43089,13
13343574,43574,13
13344159,44159,13
13327962,27962,13
13340631,40631,13
14336996,36996,14
13337216,37216,13
13348308,48308,13
13338039,38039,13
13348314,48314,13
13232615,32615,13
13341821,41821,13
13341889,41889,13
13348300,48300,13
13341533,41533,13
13244032,44032,13
13340202,40202,13
13348310,48310,13
133433,433,13
1334739,4739,13
13347402,47402,13
13343422,43422,13
13341990,41990,13
13332885,32885,13
13346106,46106,13
13344154,44154,13
13340082,40082,13
13330554,30554,13
13321791,21791,13
13348773,48773,13
13343992,43992,13
13319768,19768,13
14236510,36510,14
132439,439,13
13327968,27968,13
13344043,44043,13
13227993,27993,13
13343231,43231,13
1331141,1141,13
13340632,40632,13
13339325,39325,13
13344064,44064,13
13327897,27897,13
13336522,36522,13
1332364,2364,13
13241794,41794,13
13343577,43577,13
13348328,48328,13
132421,421,13
13337981,37981,13
13328461,28461,13
132412,412,13
13227994,27994,13
13312340,12340,13
13249404,49404,13
13340184,40184,13
13243210,43210,13
13344025,44025,13
13225412,25412,13
13344044,44044,13
13342021,42021,13
13338878,38878,13
13341849,41849,13
13348385,48385,13
13343132,43132,13
13349433,49433,13
13342941,42941,13
1332394,2394,13
1335295,5295,13
13327904,27904,13
1333276,3276,13
13343064,43064,13
13337962,37962,13
14348982,48982,14
13341891,41891,13
1331134,1134,13
13337139,37139,13
13349649,49649,13
13237347,37347,13
13345673,45673,13
13337979,37979,13
13337206,37206,13
13341749,41749,13
13319751,19751,13
13330919,30919,13
13349456,49456,13
13331471,31471,13
13339753,39753,13
133495,495,13
1334998,4998,13
13341076,41076,13
13340189,40189,13
1335030,5030,13
13248296,48296,13
13346908,46908,13
13332874,32874,13
1331221,1221,13
13341238,41238,13
13340060,40060,13
1335014,5014,13
1334815,4815,13
13343211,43211,13
14343237,43237,14
13325450,25450,13
13230508,30508,13
13335785,35785,13
13341029,41029,13
14345920,45920,14
13340499,40499,13
1331430,1430,13
13338803,38803,13
13343956,43956,13
13341887,41887,13
13246866,46866,13
13343067,43067,13
14345923,45923,14
1332356,2356,13
13345903,45903,13
13348339,48339,13
13323717,23717,13
13348513,48513,13
13343989,43989,13
13242261,42261,13
13341993,41993,13
1334929,4929,13
14339932,39932,14
13343410,43410,13
13332870,32870,13
13345561,45561,13
133466,466,13
13345672,45672,13
13310267,10267,13
13347259,47259,13
14247755,47755,14
133423,423,13
13310702,10702,13
13312384,12384,13
13341280,41280,13
13327898,27898,13
13330778,30778,13
13320012,20012,13
13230776,30776,13
1334847,4847,13
13228451,28451,13
13310920,10920,13
1324890,4890,13
13322573,22573,13
13228456,28456,13
1335271,5271,13
13330522,30522,13
14346200,46200,14
13332883,32883,13
13338876,38876,13
13240447,40447,13
13348315,48315,13
13347404,47404,13
13344126,44126,13
13321695,21695,13
133435,435,13
14340359,40359,14
13326572,26572,13
13248585,48585,13
1331170,1170,13
13340078,40078,13
13241985,41985,13
13330780,30780,13
13344163,44163,13
13343230,43230,13
1332367,2367,13
13341986,41986,13
13338988,38988,13
13243061,43061,13
13330541,30541,13
13344054,44054,13
13330518,30518,13
13343068,43068,13
13310911,10911,13
13347317,47317,13
14346138,46138,14
13321822,21822,13
13346294,46294,13
13328458,28458,13
13346104,46104,13
1331168,1168,13
13245958,45958,13
13339922,39922,13
1334657,4657,13
13330532,30532,13
13343065,43065,13
13348771,48771,13
1332368,2368,13
1332940,2940,13
13227995,27995,13
13342024,42024,13
13328459,28459,13
13339497,39497,13
13312310,12310,13
14346137,46137,14
13210903,10903,13
13243572,43572,13
13346907,46907,13
13341536,41536,13
13227955,27955,13
1333280,3280,13
13330490,30490,13
13338805,38805,13
13239085,39085,13
13242733,42733,13
13343053,43053,13
14240350,40350,14
13338912,38912,13
13344123,44123,13
13310712,10712,13
14246186,46186,14
13331473,31473,13
13347958,47958,13
13310255,10255,13
13342935,42935,13
1336647,6647,13
13344153,44153,13
13338788,38788,13
13342929,42929,13
14340513,40513,14
13343259,43259,13
13328008,28008,13
13338032,38032,13
13310705,10705,13
13328012,28012,13
13330816,30816,13
14346125,46125,14
13332708,32708,13
13210709,10709,13
13346911,46911,13
1324989,4989,13
13341771,41771,13
13342930,42930,13
132424,424,13
13228007,28007,13
13330978,30978,13
13344152,44152,13
13347400,47400,13
13346897,46897,13
13342019,42019,13
13343250,43250,13
13311144,11144,13
13341064,41064,13
13310912,10912,13
14347803,47803,14
13337956,37956,13
13337699,37699,13
13344164,44164,13
13338903,38903,13
13343234,43234,13
13227737,27737,13
13342160,42160,13
13339812,39812,13
13343063,43063,13
13238802,38802,13
13347298,47298,13
13338917,38917,13
14337773,37773,14
13345560,45560,13
13322637,22637,13
13347658,47658,13
13319747,19747,13
1333304,3304,13
14348097,48097,14
13326567,26567,13
13310925,10925,13
13310264,10264,13
13341792,41792,13
1335280,5280,13
13341067,41067,13
13322580,22580,13
1331285,1285,13
1334947,4947,13
13328009,28009,13
13324046,24046,13
13336712,36712,13
13248313,48313,13
13341988,41988,13
14347862,47862,14
1332743,2743,13
13241847,41847,13
13324777,24777,13
13334169,34169,13
13319748,19748,13
13338877,38877,13
13330969,30969,13
1335306,5306,13
13341779,41779,13
13341585,41585,13
14348035,48035,14
1334992,4992,13
13227855,27855,13
1336353,6353,13
13324298,24298,13
1334659,4659,13
14327320,27320,14
13330556,30556,13
13345900,45900,13
14335092,35092,14
1334762,4762,13
13239574,39574,13
13340452,40452,13
13327912,27912,13
13310913,10913,13
13237976,37976,13
13337698,37698,13
13340501,40501,13
13337695,37695,13
13345961,45961,13
13343945,43945,13
1334638,4638,13
13337122,37122,13
13343232,43232,13
13340454,40454,13
14237250,37250,14
1334660,4660,13
13248318,48318,13
13337906,37906,13
13340186,40186,13
1335042,5042,13
13348301,48301,13
13339989,39989,13
1336144,6144,13
1334741,4741,13
13330779,30779,13
13344326,44326,13
13337900,37900,13
13338577,38577,13
1336342,6342,13
13332564,32564,13
13344012,44012,13
13327736,27736,13
133325,325,13
13340079,40079,13
14346197,46197,14
13347082,47082,13
13242983,42983,13
13337892,37892,13
14330143,30143,14
14347462,47462,14
13330521,30521,13
1335237,5237,13
13240810,40810,13
13334530,34530,13
14346243,46243,14
13343214,43214,13
13327888,27888,13
13330550,30550,13
13332539,32539,13
13321694,21694,13
13340054,40054,13
14343245,43245,14
1334945,4945,13
13322487,22487,13
13335143,35143,13
133430,430,13
13343119,43119,13
14348046,48046,14
1336758,6758,13
13347413,47413,13
13330071,30071,13
14246790,46790,14
13348757,48757,13
13344053,44053,13
13319522,19522,13
13330553,30553,13
1334922,4922,13
13342025,42025,13
13328382,28382,13
13224769,24769,13
13220269,20269,13
1334645,4645,13
13242158,42158,13
1336924,6924,13
14235804,35804,14
13348378,48378,13
14343797,43797,14
1333320,3320,13
13326571,26571,13
13343567,43567,13
13319749,19749,13
13346265,46265,13
1334927,4927,13
13336529,36529,13
13240059,40059,13
1335254,5254,13
13339326,39326,13
14347746,47746,14
14222534,22534,14
14342286,42286,14
14337294,37294,14
13342162,42162,13
14346198,46198,14
1335027,5027,13
13330069,30069,13
13348386,48386,13
13322491,22491,13
1335225,5225,13
13341895,41895,13
13310701,10701,13
13345020,45020,13
1335726,5726,13
13341456,41456,13
14348057,48057,14
1335264,5264,13
13343954,43954,13
1334883,4883,13
1335287,5287,13
1334979,4979,13
14242676,42676,14
13340080,40080,13
13243573,43573,13
13340181,40181,13
13334176,34176,13
1336346,6346,13
13339067,39067,13
13349653,49653,13
1333319,3319,13
13334175,34175,13
14347004,47004,14
14349066,49066,14
13344101,44101,13
13324772,24772,13
14341616,41616,14
13341770,41770,13
13342159,42159,13
13324851,24851,13
13343955,43955,13
13330489,30489,13
13338918,38918,13
13328077,28077,13
13337957,37957,13
14346149,46149,14
13343118,43118,13
13345902,45902,13
13345960,45960,13
13340188,40188,13
14326748,26748,14
13326570,26570,13
133463,463,13
13339328,39328,13
13326569,26569,13
14346711,46711,14
13342531,42531,13
14332411,32411,14
13311320,11320,13
14341619,41619,14
13310904,10904,13
13343133,43133,13
13318880,18880,13
14233957,33957,14
